episode,reward,training_reward,steps,success,epsilon
506,5.57,5.99,23,1,0.13211919046392698
507,5.86,6.16,14,1,0.13159071370207126
508,5.75,6.2,25,1,0.13106435084726298
509,5.82,6.120000000000001,18,1,0.13054009344387393
510,5.44,5.74,16,1,0.13001793307009843
511,5.55,5.970000000000001,25,1,0.12949786133781804
512,5.23,5.53,17,1,0.12897986989246676
513,5.63,5.930000000000001,17,1,0.1284639504128969
514,5.75,6.2,25,1,0.12795009461124532
515,5.15,5.57,25,1,0.12743829423280034
516,5.37,5.82,23,1,0.12692854105586915
517,5.44,5.74,16,1,0.12642082689164566
518,5.44,5.74,16,1,0.12591514358407907
519,5.42,5.720000000000001,18,1,0.12541148300974275
520,5.76,6.180000000000001,24,1,0.12490983707770378
521,5.12,5.57,28,1,0.12441019772939296
522,5.17,5.590000000000001,23,1,0.12391255693847539
523,4.91,5.36,29,1,0.12341690671072149
524,5.84,6.140000000000001,16,1,0.1229232390838786
525,5.7700000000000005,6.220000000000001,23,1,0.12243154612754309
526,5.84,6.140000000000001,16,1,0.12194181994303292
527,5.86,6.16,14,1,0.12145405266326079
528,5.21,5.510000000000001,19,1,0.12096823645260775
529,5.65,5.95,15,1,0.12048436350679732
530,4.94,5.36,26,1,0.12000242605277013
531,5.7700000000000005,6.220000000000001,23,1,0.11952241634855905
532,5.58,6.03,22,1,0.11904432668316481
533,5.86,6.16,14,1,0.11856814937643215
534,5.59,6.010000000000001,21,1,0.11809387677892642
535,5.65,5.950000000000001,15,1,0.11762150127181072
536,5.86,6.16,14,1,0.11715101526672347
537,5.59,6.010000000000001,21,1,0.11668241120565657
538,5.59,6.010000000000001,21,1,0.11621568156083395
539,5.3500000000000005,5.800000000000001,25,1,0.11575081883459061
540,5.65,5.95,15,1,0.11528781555925224
541,5.65,5.95,15,1,0.11482666429701524
542,5.59,6.010000000000001,21,1,0.11436735763982718
543,5.8,6.220000000000001,20,1,0.11390988820926787
544,5.57,5.99,23,1,0.11345424865643079
545,5.8,6.220000000000001,20,1,0.11300043166180507
546,5.59,6.010000000000001,21,1,0.11254842993515785
547,5.78,6.2,22,1,0.11209823621541722
548,5.86,6.16,14,1,0.11164984327055555
549,5.33,5.78,27,1,0.11120324389747333
550,5.86,6.16,14,1,0.11075843092188344
551,5.86,6.16,14,1,0.1103153971981959
552,5.65,5.950000000000001,15,1,0.10987413560940311
553,5.65,5.95,15,1,0.1094346390669655
554,5.33,5.78,27,1,0.10899690051069764
555,5.17,5.590000000000001,23,1,0.10856091290865486
556,5.84,6.140000000000001,16,1,0.10812666925702023
557,5.73,6.180000000000001,27,1,0.10769416257999215
558,5.15,5.45,25,1,0.10726338592967218
559,5.44,5.74,16,1,0.10683433238595348
560,5.1,5.550000000000001,30,1,0.10640699505640967
561,5.38,5.800000000000001,22,1,0.10598136707618404
562,5.58,6.03,22,1,0.1055574416078793
563,5.86,6.16,14,1,0.10513521184144779
564,5.58,6.03,22,1,0.10471467099408201
565,5.65,5.95,15,1,0.10429581231010568
566,5.55,5.970000000000001,25,1,0.10387862906086526
567,5.79,6.24,21,1,0.1034631145446218
568,5.5600000000000005,6.010000000000001,24,1,0.10304926208644331
569,5.65,5.950000000000001,15,1,0.10263706503809754
570,5.0200000000000005,5.32,18,1,0.10222651677794514
571,5.79,6.24,21,1,0.10181761071083337
572,5.86,6.16,14,1,0.10141034026799003
573,5.44,5.74,16,1,0.10100469890691807
574,5.84,6.140000000000001,16,1,0.1006006801112904
575,5.140000000000001,5.590000000000001,26,1,0.10019827739084525
576,5.79,6.24,21,1,0.09979748428128186
577,5.86,6.16,14,1,0.09939829434415674
578,5.59,6.010000000000001,21,1,0.09900070116678011
579,5.78,6.2,22,1,0.098604698362113
580,5.86,6.16,14,1,0.09821027956866454
581,5.38,5.800000000000001,22,1,0.09781743845038988
582,5.5600000000000005,6.010000000000001,24,1,0.09742616869658832
583,5.8,6.220000000000001,20,1,0.09703646402180197
584,5.54,5.99,26,1,0.09664831816571476
585,5.35,5.800000000000001,25,1,0.0962617248930519
586,5.58,6.03,22,1,0.0958766779934797
587,5.86,6.16,14,1,0.09549317128150578
588,5.7700000000000005,6.220000000000001,23,1,0.09511119859637976
589,5.86,6.16,14,1,0.09473075380199424
590,5.86,6.16,14,1,0.09435183078678626
591,5.84,6.140000000000001,16,1,0.09397442346363911
592,5.65,5.95,15,1,0.09359852576978456
593,5.86,6.16,14,1,0.09322413166670541
594,5.44,5.74,16,1,0.0928512351400386
595,5.7700000000000005,6.220000000000001,23,1,0.09247983019947845
596,5.73,6.180000000000001,27,1,0.09210991087868053
597,5.78,6.2,22,1,0.09174147123516581
598,5.35,5.800000000000001,25,1,0.09137450535022515
599,5.8,6.220000000000001,20,1,0.09100900732882425
600,5.35,5.800000000000001,25,1,0.09064497129950895
601,5.7700000000000005,6.220000000000001,23,1,0.09028239141431091
602,5.78,6.2,22,1,0.08992126184865366
603,5.7700000000000005,6.220000000000001,23,1,0.08956157680125905
604,5.5600000000000005,6.010000000000001,24,1,0.08920333049405402
605,5.78,6.2,22,1,0.0888465171720778
606,5.38,5.800000000000001,22,1,0.08849113110338948
607,5.21,5.510000000000001,19,1,0.08813716657897593
608,5.8,6.220000000000001,20,1,0.08778461791266003
609,5.54,5.99,26,1,0.08743347944100939
610,5.63,5.930000000000001,17,1,0.08708374552324535
611,5.17,5.590000000000001,23,1,0.08673541054115237
612,5.79,6.24,21,1,0.08638846889898776
613,5.86,6.16,14,1,0.0860429150233918
614,5.38,5.800000000000001,22,1,0.08569874336329823
615,5.73,6.180000000000001,27,1,0.08535594838984505
616,5.79,6.24,21,1,0.08501452459628567
617,5.65,5.95,15,1,0.08467446649790053
618,5.58,6.03,22,1,0.08433576863190893
619,5.38,5.800000000000001,22,1,0.0839984255573813
620,5.84,6.140000000000001,16,1,0.08366243185515176
621,5.8,6.220000000000001,20,1,0.08332778212773116
622,5.15,5.57,25,1,0.08299447099922024
623,5.34,5.760000000000001,26,1,0.08266249311522335
624,5.54,5.99,26,1,0.08233184314276246
625,5.44,5.74,16,1,0.08200251577019141
626,5.84,6.140000000000001,16,1,0.08167450570711064
627,5.79,6.24,21,1,0.0813478076842822
628,5.58,6.03,22,1,0.08102241645354506
629,5.7700000000000005,6.220000000000001,23,1,0.08069832678773088
630,5.79,6.24,21,1,0.08037553348057996
631,5.86,6.16,14,1,0.08005403134665764
632,5.59,6.010000000000001,21,1,0.07973381522127101
633,5.8,6.220000000000001,20,1,0.07941487996038593
634,5.82,6.120000000000001,18,1,0.07909722044054439
635,5.8,6.220000000000001,20,1,0.07878083155878221
636,5.86,6.16,14,1,0.07846570823254709
637,5.86,6.16,14,1,0.07815184539961689
638,5.59,6.010000000000001,21,1,0.07783923801801843
639,5.37,5.82,23,1,0.07752788106594635
640,5.79,6.24,21,1,0.07721776954168257
641,5.38,5.800000000000001,22,1,0.07690889846351584
642,5.86,6.16,14,1,0.07660126286966178
643,5.65,5.95,15,1,0.07629485781818313
644,5.86,6.16,14,1,0.0759896783869104
645,5.65,5.95,15,1,0.07568571967336275
646,5.86,6.16,14,1,0.0753829767946693
647,5.76,6.180000000000001,24,1,0.07508144488749063
648,5.7700000000000005,6.220000000000001,23,1,0.07478111910794068
649,5.8,6.220000000000001,20,1,0.07448199463150891
650,5.0200000000000005,5.32,18,1,0.07418406665298287
651,5.59,6.010000000000001,21,1,0.07388733038637094
652,5.79,6.24,21,1,0.07359178106482545
653,5.59,6.010000000000001,21,1,0.07329741394056614
654,5.79,6.24,21,1,0.07300422428480388
655,5.79,6.24,21,1,0.07271220738766467
656,5.8,6.220000000000001,20,1,0.072421358558114
657,5.8,6.220000000000001,20,1,0.07213167312388155
658,5.58,6.03,22,1,0.07184314643138602
659,5.86,6.16,14,1,0.07155577384566048
660,5.86,6.16,14,1,0.07126955075027783
661,5.5600000000000005,6.010000000000001,24,1,0.07098447254727672
662,5.79,6.24,21,1,0.07070053465708762
663,5.37,5.82,23,1,0.07041773251845926
664,5.8,6.220000000000001,20,1,0.07013606158838542
665,5.86,6.16,14,1,0.06985551734203188
666,5.65,5.95,15,1,0.06957609527266376
667,5.15,5.57,25,1,0.0692977908915731
668,5.59,6.010000000000001,21,1,0.06902059972800681
669,5.35,5.800000000000001,25,1,0.06874451732909478
670,5.79,6.24,21,1,0.0684695392597784
671,5.16,5.61,24,1,0.0681956611027393
672,5.52,5.970000000000001,28,1,0.06792287845832834
673,5.86,6.16,14,1,0.06765118694449503
674,5.35,5.800000000000001,25,1,0.06738058219671704
675,5.79,6.24,21,1,0.06711105986793017
676,5.16,5.61,24,1,0.06684261562845845
677,5.86,6.16,14,1,0.06657524516594461
678,5.86,6.16,14,1,0.06630894418528083
679,5.16,5.61,24,1,0.06604370840853971
680,5.82,6.120000000000001,18,1,0.06577953357490555
681,5.59,6.010000000000001,21,1,0.06551641544060594
682,5.16,5.61,24,1,0.0652543497788435
683,5.58,6.03,22,1,0.06499333237972814
684,5.65,5.95,15,1,0.06473335905020923
685,5.59,6.010000000000001,21,1,0.06447442561400839
686,5.79,6.24,21,1,0.06421652791155236
687,5.58,6.03,22,1,0.06395966179990614
688,5.5600000000000005,6.010000000000001,24,1,0.06370382315270652
689,5.65,5.950000000000001,15,1,0.06344900786009569
690,5.84,6.140000000000001,16,1,0.06319521182865531
691,5.84,6.140000000000001,16,1,0.0629424309813407
692,5.79,6.24,21,1,0.06269066125741533
693,5.8,6.220000000000001,20,1,0.06243989861238567
694,5.86,6.16,14,1,0.06219013901793613
695,5.79,6.24,21,1,0.061941378461864385
696,5.86,6.16,14,1,0.06169361294801693
697,5.78,6.2,22,1,0.06144683849622486
698,5.79,6.24,21,1,0.06120105114223996
699,5.8,6.220000000000001,20,1,0.060956246937671
700,5.36,5.78,24,1,0.06071242194992032
701,5.86,6.16,14,1,0.06046957226212064
702,5.8,6.220000000000001,20,1,0.060227693973072156
703,5.16,5.61,24,1,0.059986783197179865
704,5.59,6.010000000000001,21,1,0.05974683606439114
705,-2.09,-1.8799999999999997,9,0,0.05950784872013358
706,5.84,6.140000000000001,16,1,0.05926981732525304
707,5.79,6.24,21,1,0.05903273805595203
708,5.13,5.550000000000001,27,1,0.05879660710372822
709,5.16,5.61,24,1,0.05856142067531331
710,5.78,6.2,22,1,0.05832717499261206
711,5.57,5.99,23,1,0.058093866292641606
712,5.37,5.82,23,1,0.05786149082747104
713,5.86,6.16,14,1,0.05763004486416115
714,5.65,5.950000000000001,15,1,0.05739952468470451
715,5.86,6.16,14,1,0.05716992658596569
716,5.63,5.930000000000001,17,1,0.05694124687962183
717,5.79,6.24,21,1,0.05671348189210334
718,5.84,6.140000000000001,16,1,0.05648662796453492
719,5.59,6.010000000000001,21,1,0.056260681452676785
720,5.8,6.220000000000001,20,1,0.05603563872686608
721,5.65,5.95,15,1,0.055811496171958616
722,5.58,6.03,22,1,0.05558825018727078
723,5.86,6.16,14,1,0.0553658971865217
724,5.44,5.74,16,1,0.05514443359777561
725,5.84,6.140000000000001,16,1,0.05492385586338451
726,5.65,5.95,15,1,0.054704160439930975
727,5.8,6.220000000000001,20,1,0.05448534379817125
728,5.79,6.24,21,1,0.05426740242297857
729,5.65,5.95,15,1,0.05405033281328665
730,5.78,6.2,22,1,0.053834131482033504
731,5.8,6.220000000000001,20,1,0.05361879495610537
732,5.36,5.78,24,1,0.05340431977628095
733,5.37,5.82,23,1,0.05319070249717582
734,5.79,6.24,21,1,0.052977939687187114
735,5.8,6.220000000000001,20,1,0.05276602792843837
736,5.86,6.16,14,1,0.052554963816724615
737,5.8,6.220000000000001,20,1,0.05234474396145772
738,5.84,6.140000000000001,16,1,0.05213536498561189
739,5.8,6.220000000000001,20,1,0.05192682352566944
740,5.58,6.03,22,1,0.05171911623156676
741,5.76,6.180000000000001,24,1,0.051512239766640495
742,5.86,6.16,14,1,0.05130619080757393
743,5.59,6.010000000000001,21,1,0.05110096604434364
744,5.8,6.220000000000001,20,1,0.05089656218016626
745,5.8,6.220000000000001,20,1,0.050692975931445595
746,5.79,6.24,21,1,0.050490204027719816
747,5.79,6.24,21,1,0.050288243211608935
748,5.79,6.24,21,1,0.0500870902387625
749,5.65,5.95,15,1,0.04988674187780744
750,5.79,6.24,21,1,0.04968719491029621
751,5.8,6.220000000000001,20,1,0.04948844613065503
752,5.58,6.03,22,1,0.049290492346132406
753,5.7700000000000005,6.220000000000001,23,1,0.049093330376747873
754,5.79,6.24,21,1,0.04889695705524088
755,5.79,6.24,21,1,0.04870136922701992
756,5.59,6.010000000000001,21,1,0.048506563750111836
757,5.54,5.99,26,1,0.04831253749511139
758,5.59,6.010000000000001,21,1,0.04811928734513095
759,5.79,6.24,21,1,0.04792681019575042
760,5.8,6.220000000000001,20,1,0.04773510295496742
761,5.86,6.16,14,1,0.04754416254314755
762,5.7700000000000005,6.220000000000001,23,1,0.04735398589297496
763,5.59,6.010000000000001,21,1,0.04716456994940306
764,5.58,6.03,22,1,0.04697591166960545
765,5.79,6.24,21,1,0.04678800802292703
766,5.58,6.03,22,1,0.04660085599083532
767,5.79,6.24,21,1,0.04641445256687198
768,5.79,6.24,21,1,0.04622879475660449
769,5.7700000000000005,6.220000000000001,23,1,0.04604387957757807
770,5.79,6.24,21,1,0.04585970405926776
771,5.86,6.16,14,1,0.045676265243030686
772,5.58,6.03,22,1,0.045493560182058565
773,5.79,6.24,21,1,0.04531158594133033
774,5.79,6.24,21,1,0.045130339597565
775,5.86,6.16,14,1,0.044949818239174745
776,5.79,6.24,21,1,0.044770018966218045
777,5.8,6.220000000000001,20,1,0.04459093889035317
778,5.8,6.220000000000001,20,1,0.04441257513479176
779,5.86,6.16,14,1,0.04423492483425259
780,5.86,6.16,14,1,0.04405798513491558
781,5.79,6.24,21,1,0.043881753194375914
782,5.59,6.010000000000001,21,1,0.04370622618159841
783,5.58,6.03,22,1,0.043531401276872016
784,5.79,6.24,21,1,0.04335727567176453
785,5.86,6.16,14,1,0.04318384656907747
786,5.79,6.24,21,1,0.04301111118280116
787,5.8,6.220000000000001,20,1,0.042839066738069954
788,5.78,6.2,22,1,0.04266771047111768
789,5.86,6.16,14,1,0.04249703962923321
790,-2.09,-1.8799999999999997,9,0,0.042327051470716276
791,5.8,6.220000000000001,20,1,0.04215774326483341
792,5.58,6.03,22,1,0.04198911229177408
793,5.8,6.220000000000001,20,1,0.04182115584260698
794,5.86,6.16,14,1,0.041653871219236555
795,5.8,6.220000000000001,20,1,0.04148725573435961
796,5.8,6.220000000000001,20,1,0.04132130671142217
797,5.58,6.03,22,1,0.041156021484576484
798,5.59,6.010000000000001,21,1,0.04099139739863818
799,5.86,6.16,14,1,0.04082743180904362
800,5.86,6.16,14,1,0.04066412208180745
801,5.79,6.24,21,1,0.04050146559348022
802,5.8,6.220000000000001,20,1,0.040339459731106295
803,5.86,6.16,14,1,0.04017810189218187
804,5.7700000000000005,6.220000000000001,23,1,0.04001738948461314
805,5.86,6.16,14,1,0.03985731992667469
806,5.79,6.24,21,1,0.03969789064696799
807,5.8,6.220000000000001,20,1,0.03953909908438012
808,5.37,5.82,23,1,0.039380942688042604
809,5.8,6.220000000000001,20,1,0.039223418917290434
810,5.86,6.16,14,1,0.03906652524162127
811,5.58,6.03,22,1,0.03891025914065478
812,5.86,6.16,14,1,0.03875461810409216
813,5.79,6.24,21,1,0.03859959963167579
814,5.8,6.220000000000001,20,1,0.03844520123314909
815,5.7700000000000005,6.220000000000001,23,1,0.03829142042821649
816,5.86,6.16,14,1,0.038138254746503626
817,5.86,6.16,14,1,0.03798570172751761
818,5.58,6.03,22,1,0.037833758920607544
819,5.86,6.16,14,1,0.03768242388492511
820,5.86,6.16,14,1,0.037531694189385414
821,5.79,6.24,21,1,0.037381567412627874
822,5.86,6.16,14,1,0.03723204114297736
823,5.79,6.24,21,1,0.03708311297840545
824,5.58,6.03,22,1,0.03693478052649183
825,5.78,6.2,22,1,0.036787041404385865
826,5.8,6.220000000000001,20,1,0.036639893238768324
827,5.86,6.16,14,1,0.03649333366581325
828,5.79,6.24,21,1,0.03634736033114999
829,5.86,6.16,14,1,0.036201970889825394
830,5.79,6.24,21,1,0.036057163006266095
831,5.59,6.010000000000001,21,1,0.03591293435424103
832,5.79,6.24,21,1,0.03576928261682407
833,5.8,6.220000000000001,20,1,0.035626205486356775
834,5.86,6.16,14,1,0.035483700664411345
835,5.8,6.220000000000001,20,1,0.0353417658617537
836,5.86,6.16,14,1,0.035200398798306685
837,5.86,6.16,14,1,0.03505959720311346
838,5.79,6.24,21,1,0.034919358814301006
839,5.59,6.010000000000001,21,1,0.0347796813790438
840,5.86,6.16,14,1,0.03464056265352763
841,5.65,5.950000000000001,15,1,0.03450200040291352
842,5.86,6.16,14,1,0.03436399240130186
843,5.86,6.16,14,1,0.03422653643169665
844,5.37,5.82,23,1,0.03408963028596987
845,5.8,6.220000000000001,20,1,0.03395327176482599
846,5.58,6.03,22,1,0.033817458677766685
847,5.86,6.16,14,1,0.03368218884305562
848,5.86,6.16,14,1,0.033547460087683396
849,5.79,6.24,21,1,0.03341327024733266
850,5.79,6.24,21,1,0.03327961716634333
851,5.7700000000000005,6.220000000000001,23,1,0.03314649869767796
852,5.8,6.220000000000001,20,1,0.03301391270288725
853,5.78,6.2,22,1,0.0328818570520757
854,5.86,6.16,14,1,0.0327503296238674
855,5.58,6.03,22,1,0.032619328305371925
856,5.8,6.220000000000001,20,1,0.03248885099215044
857,5.59,6.010000000000001,21,1,0.032358895588181835
858,5.78,6.2,22,1,0.03222946000582911
859,5.79,6.24,21,1,0.032100542165805795
860,5.86,6.16,14,1,0.031972139997142573
861,5.79,6.24,21,1,0.031844251437154004
862,5.86,6.16,14,1,0.03171687443140539
863,5.8,6.220000000000001,20,1,0.03159000693367977
864,5.79,6.24,21,1,0.03146364690594505
865,5.8,6.220000000000001,20,1,0.031337792318321275
866,5.37,5.82,23,1,0.03121244114904799
867,5.79,6.24,21,1,0.031087591384451798
868,5.65,5.95,15,1,0.03096324101891399
869,5.79,6.24,21,1,0.030839388054838334
870,5.8,6.220000000000001,20,1,0.03071603050261898
871,5.78,6.2,22,1,0.030593166380608505
872,5.7700000000000005,6.220000000000001,23,1,0.03047079371508607
873,5.57,5.99,23,1,0.030348910540225725
874,5.86,6.16,14,1,0.03022751489806482
875,5.79,6.24,21,1,0.03010660483847256
876,5.79,6.24,21,1,0.03
877,5.79,6.24,21,1,0.03
878,5.8,6.220000000000001,20,1,0.03
879,5.86,6.16,14,1,0.03
880,5.79,6.24,21,1,0.03
881,5.38,5.800000000000001,22,1,0.03
882,5.78,6.2,22,1,0.03
883,5.8,6.220000000000001,20,1,0.03
884,5.8,6.220000000000001,20,1,0.03
885,5.78,6.2,22,1,0.03
886,5.86,6.16,14,1,0.03
887,5.65,5.950000000000001,15,1,0.03
888,5.78,6.2,22,1,0.03
889,5.8,6.220000000000001,20,1,0.03
890,5.8,6.220000000000001,20,1,0.03
891,5.58,6.03,22,1,0.03
892,5.79,6.24,21,1,0.03
893,5.79,6.24,21,1,0.03
894,5.59,6.010000000000001,21,1,0.03
895,-2.09,-1.8799999999999997,9,0,0.03
896,5.8,6.220000000000001,20,1,0.03
897,5.7700000000000005,6.220000000000001,23,1,0.03
898,5.86,6.16,14,1,0.03
899,5.5600000000000005,6.010000000000001,24,1,0.03
900,5.79,6.24,21,1,0.03
901,5.8,6.220000000000001,20,1,0.03
902,5.65,5.95,15,1,0.03
903,5.79,6.24,21,1,0.03
904,5.79,6.24,21,1,0.03
905,5.79,6.24,21,1,0.03
906,5.79,6.24,21,1,0.03
907,5.79,6.24,21,1,0.03
908,5.78,6.2,22,1,0.03
909,5.78,6.2,22,1,0.03
910,5.86,6.16,14,1,0.03
911,5.79,6.24,21,1,0.03
912,5.79,6.24,21,1,0.03
913,5.79,6.24,21,1,0.03
914,5.63,5.930000000000001,17,1,0.03
915,5.75,6.2,25,1,0.03
916,5.59,6.010000000000001,21,1,0.03
917,5.86,6.16,14,1,0.03
918,5.86,6.16,14,1,0.03
919,5.84,6.140000000000001,16,1,0.03
920,5.58,6.03,22,1,0.03
921,5.65,5.95,15,1,0.03
922,5.79,6.24,21,1,0.03
923,5.8,6.220000000000001,20,1,0.03
924,5.79,6.24,21,1,0.03
925,5.79,6.24,21,1,0.03
926,5.79,6.24,21,1,0.03
927,5.86,6.16,14,1,0.03
928,5.86,6.16,14,1,0.03
929,5.8,6.220000000000001,20,1,0.03
930,5.65,5.95,15,1,0.03
931,5.79,6.24,21,1,0.03
932,5.8,6.220000000000001,20,1,0.03
933,5.86,6.16,14,1,0.03
934,5.79,6.24,21,1,0.03
935,5.8,6.220000000000001,20,1,0.03
936,5.65,5.950000000000001,15,1,0.03
937,5.8,6.220000000000001,20,1,0.03
938,5.59,6.010000000000001,21,1,0.03
939,5.79,6.24,21,1,0.03
940,5.79,6.24,21,1,0.03
941,5.8,6.220000000000001,20,1,0.03
942,5.79,6.24,21,1,0.03
943,5.79,6.24,21,1,0.03
944,5.86,6.16,14,1,0.03
945,5.8,6.220000000000001,20,1,0.03
946,5.8,6.220000000000001,20,1,0.03
947,5.8,6.220000000000001,20,1,0.03
948,5.86,6.16,14,1,0.03
949,5.8,6.220000000000001,20,1,0.03
950,5.86,6.16,14,1,0.03
951,5.84,6.140000000000001,16,1,0.03
952,5.86,6.16,14,1,0.03
953,5.86,6.16,14,1,0.03
954,5.8,6.220000000000001,20,1,0.03
955,5.79,6.24,21,1,0.03
956,5.86,6.16,14,1,0.03
957,5.59,6.010000000000001,21,1,0.03
958,5.84,6.140000000000001,16,1,0.03
959,5.59,6.010000000000001,21,1,0.03
960,5.86,6.16,14,1,0.03
961,5.65,5.95,15,1,0.03
962,5.86,6.16,14,1,0.03
963,5.8,6.220000000000001,20,1,0.03
964,5.79,6.24,21,1,0.03
965,5.44,5.74,16,1,0.03
966,5.79,6.24,21,1,0.03
967,5.86,6.16,14,1,0.03
968,5.79,6.24,21,1,0.03
969,5.65,5.950000000000001,15,1,0.03
970,5.59,6.010000000000001,21,1,0.03
971,5.8,6.220000000000001,20,1,0.03
972,5.78,6.2,22,1,0.03
973,5.86,6.16,14,1,0.03
974,5.8,6.220000000000001,20,1,0.03
975,5.8,6.220000000000001,20,1,0.03
976,5.86,6.16,14,1,0.03
977,5.86,6.16,14,1,0.03
978,5.7700000000000005,6.220000000000001,23,1,0.03
979,5.79,6.24,21,1,0.03
980,5.8,6.220000000000001,20,1,0.03
981,5.44,5.74,16,1,0.03
982,5.59,6.010000000000001,21,1,0.03
983,5.79,6.24,21,1,0.03
984,5.58,6.03,22,1,0.03
985,5.79,6.24,21,1,0.03
986,5.79,6.24,21,1,0.03
987,5.79,6.24,21,1,0.03
988,5.79,6.24,21,1,0.03
989,5.86,6.16,14,1,0.03
990,5.58,6.03,22,1,0.03
991,5.38,5.800000000000001,22,1,0.03
992,5.86,6.16,14,1,0.03
993,5.79,6.24,21,1,0.03
994,5.8,6.220000000000001,20,1,0.03
995,5.8,6.220000000000001,20,1,0.03
996,5.86,6.16,14,1,0.03
997,5.78,6.2,22,1,0.03
998,5.7700000000000005,6.220000000000001,23,1,0.03
999,5.79,6.24,21,1,0.03
1000,5.86,6.16,14,1,0.03
